Query,Video,Approval Status,Timestamp,Camera Time,unix_timestamp_start,unix_timestamp_end,Frame Gps Lat Start,Frame Gps Lat End,Frame Gps Lon Start,Frame Gps Lon End,Frame Timestamp Start,Frame Timestamp End,Category,Label,Severity,Video ID,Analysis ID,Share Link
Pavement Defect Scan,803d60b96d19460eb35fa8fef6de8510,pending,0:11–0:15,12/16/2025 01:21:41–12/16/2025 01:21:45,1765848101,1765848105,39.667695,39.668260,-83.307815,-83.307250,12/16/2025 01:21:41 AM,12/16/2025 01:21:45 AM,Road Surface,Pothole,critical,803d60b96d19460eb35fa8fef6de8510,76844958add06e6484ac8847bc0f61ae,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/76844958add06e6484ac8847bc0f61ae
Hazard Detection Scan,803d60b96d19460eb35fa8fef6de8510,pending,1:46–1:48,12/16/2025 01:22:41–12/16/2025 01:22:43,1765848161,1765848163,40.245988,40.245653,-82.978578,-82.978140,12/16/2025 01:22:41 AM,12/16/2025 01:22:43 AM,Obstacles,Ladder,medium,803d60b96d19460eb35fa8fef6de8510,0b276150e514513f129d84751591dcb3,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/0b276150e514513f129d84751591dcb3
Traffic Volume Analysis,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,0:38–0:40,12/16/2025 01:23:41–12/16/2025 01:23:43,1765848221,1765848223,34.619368,34.619902,-86.697054,-86.696306,12/16/2025 01:23:41 AM,12/16/2025 01:23:43 AM,Vehicles,Sedan,critical,9f8b89ccedbd4399b50b59e9cc16a5eb,73a3e3d160c996fd49096d0de34b7c7e,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/73a3e3d160c996fd49096d0de34b7c7e
Hazard Detection Scan,b4dafb7358b947e99fce375f519adab6,pending,1:41–1:49,12/16/2025 01:24:41–12/16/2025 01:24:49,1765848281,1765848289,34.487513,34.487282,-86.635946,-86.636111,12/16/2025 01:24:41 AM,12/16/2025 01:24:49 AM,Obstacles,Ladder,medium,b4dafb7358b947e99fce375f519adab6,0c81fc3a7c319b9cbc08f9a0add30e90,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/0c81fc3a7c319b9cbc08f9a0add30e90
Pavement Defect Scan,3f8ff83f66b24b298fa5455023b0d9b1,pending,1:16–1:21,12/16/2025 01:25:41–12/16/2025 01:25:46,1765848341,1765848346,40.180620,40.181194,-83.031213,-83.031577,12/16/2025 01:25:41 AM,12/16/2025 01:25:46 AM,Road Surface,Gravel,medium,3f8ff83f66b24b298fa5455023b0d9b1,bee16f88c9ed2861bd90b33c44bf8b57,https://app.nomadicml.com/events/3f8ff83f66b24b298fa5455023b0d9b1/bee16f88c9ed2861bd90b33c44bf8b57
Traffic Volume Analysis,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,0:15–0:25,12/16/2025 01:26:41–12/16/2025 01:26:51,1765848401,1765848411,39.991177,39.991048,-83.130488,-83.130819,12/16/2025 01:26:41 AM,12/16/2025 01:26:51 AM,Vehicles,School Bus,high,9f8b89ccedbd4399b50b59e9cc16a5eb,e880520112ce7d2a38f2d93e4982f2ba,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/e880520112ce7d2a38f2d93e4982f2ba
Pedestrian Safety Audit,b4dafb7358b947e99fce375f519adab6,pending,0:01–0:03,12/16/2025 01:27:41–12/16/2025 01:27:43,1765848461,1765848463,34.366632,34.366068,-86.635406,-86.636016,12/16/2025 01:27:41 AM,12/16/2025 01:27:43 AM,Vulnerable Users,Scooter Rider,high,b4dafb7358b947e99fce375f519adab6,6d93fda3490cd4dc0e790e7a9eb6f34a,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/6d93fda3490cd4dc0e790e7a9eb6f34a
Traffic Volume Analysis,803d60b96d19460eb35fa8fef6de8510,pending,0:42–0:45,12/16/2025 01:28:41–12/16/2025 01:28:44,1765848521,1765848524,34.889882,34.889056,-86.619952,-86.618958,12/16/2025 01:28:41 AM,12/16/2025 01:28:44 AM,Vehicles,Motorcycle,high,803d60b96d19460eb35fa8fef6de8510,629d9067de35482ea291dcca0e96f099,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/629d9067de35482ea291dcca0e96f099
Pavement Defect Scan,d55e12770eb744a09b0366fadf185b4e,pending,1:25–1:27,12/16/2025 01:29:41–12/16/2025 01:29:43,1765848581,1765848583,40.071764,40.071831,-83.383790,-83.383888,12/16/2025 01:29:41 AM,12/16/2025 01:29:43 AM,Road Surface,Pothole,high,d55e12770eb744a09b0366fadf185b4e,bb42f3cfd2f3477ae3152f5adc9772b5,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/bb42f3cfd2f3477ae3152f5adc9772b5
Traffic Volume Analysis,748155c2e9774486a6e31f51b00b9301,pending,0:48–0:52,12/16/2025 01:30:41–12/16/2025 01:30:45,1765848641,1765848645,39.685867,39.685682,-83.152735,-83.152705,12/16/2025 01:30:41 AM,12/16/2025 01:30:45 AM,Vehicles,Emergency Vehicle,low,748155c2e9774486a6e31f51b00b9301,52483d0295b6e646f0df1e6bcae5e0da,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/52483d0295b6e646f0df1e6bcae5e0da
Pavement Defect Scan,b4dafb7358b947e99fce375f519adab6,pending,0:48–0:52,12/16/2025 01:31:41–12/16/2025 01:31:45,1765848701,1765848705,34.704681,34.704773,-86.974162,-86.974960,12/16/2025 01:31:41 AM,12/16/2025 01:31:45 AM,Road Surface,Faded Lane Markings,medium,b4dafb7358b947e99fce375f519adab6,dc2bafab2cf950e7806ef0fcd178b44e,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/dc2bafab2cf950e7806ef0fcd178b44e
Asset Inventory Scan,d55e12770eb744a09b0366fadf185b4e,pending,0:10–0:15,12/16/2025 01:32:41–12/16/2025 01:32:46,1765848761,1765848766,39.986746,39.986175,-83.332107,-83.332784,12/16/2025 01:32:41 AM,12/16/2025 01:32:46 AM,Signage,Speed Limit (55),medium,d55e12770eb744a09b0366fadf185b4e,d59c5e37bd1a18342f60fa132b5a014a,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/d59c5e37bd1a18342f60fa132b5a014a
Asset Inventory Scan,3f8ff83f66b24b298fa5455023b0d9b1,pending,1:02–1:10,12/16/2025 01:33:41–12/16/2025 01:33:49,1765848821,1765848829,40.023293,40.022827,-82.802531,-82.802356,12/16/2025 01:33:41 AM,12/16/2025 01:33:49 AM,Signage,Stop Sign,low,3f8ff83f66b24b298fa5455023b0d9b1,24a0e85ab1f724ad0bdd2133f38f6690,https://app.nomadicml.com/events/3f8ff83f66b24b298fa5455023b0d9b1/24a0e85ab1f724ad0bdd2133f38f6690
Asset Inventory Scan,748155c2e9774486a6e31f51b00b9301,pending,1:12–1:16,12/16/2025 01:34:41–12/16/2025 01:34:45,1765848881,1765848885,39.675157,39.674574,-82.962725,-82.962731,12/16/2025 01:34:41 AM,12/16/2025 01:34:45 AM,Signage,Street Name Sign,low,748155c2e9774486a6e31f51b00b9301,ab7360ff220f39895c4630f5c224b935,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/ab7360ff220f39895c4630f5c224b935
Asset Inventory Scan,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,1:49–1:57,12/16/2025 01:35:41–12/16/2025 01:35:49,1765848941,1765848949,40.314026,40.314804,-82.930872,-82.930728,12/16/2025 01:35:41 AM,12/16/2025 01:35:49 AM,Signage,Speed Limit (55),high,9f8b89ccedbd4399b50b59e9cc16a5eb,ec9a188567fe25f88aa5c20c2be545ad,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/ec9a188567fe25f88aa5c20c2be545ad
Asset Inventory Scan,803d60b96d19460eb35fa8fef6de8510,pending,1:39–1:44,12/16/2025 01:36:41–12/16/2025 01:36:46,1765849001,1765849006,34.473814,34.473229,-86.822529,-86.822730,12/16/2025 01:36:41 AM,12/16/2025 01:36:46 AM,Signage,Billboard,low,803d60b96d19460eb35fa8fef6de8510,aa214283eaf9aab8735ee1fa254b9018,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/aa214283eaf9aab8735ee1fa254b9018
Asset Inventory Scan,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,1:33–1:35,12/16/2025 01:37:41–12/16/2025 01:37:43,1765849061,1765849063,34.373416,34.373116,-86.576468,-86.575476,12/16/2025 01:37:41 AM,12/16/2025 01:37:43 AM,Signage,Street Name Sign,critical,9f8b89ccedbd4399b50b59e9cc16a5eb,d60e86ba515f4b7e2e8a609f0d618720,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/d60e86ba515f4b7e2e8a609f0d618720
Pavement Defect Scan,b4dafb7358b947e99fce375f519adab6,pending,0:17–0:27,12/16/2025 01:38:41–12/16/2025 01:38:51,1765849121,1765849131,39.739585,39.739696,-83.274181,-83.273286,12/16/2025 01:38:41 AM,12/16/2025 01:38:51 AM,Road Surface,Uneven Pavement,low,b4dafb7358b947e99fce375f519adab6,f39cbc843dba4e15ad93003546f4f75c,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/f39cbc843dba4e15ad93003546f4f75c
Asset Inventory Scan,d55e12770eb744a09b0366fadf185b4e,pending,0:23–0:25,12/16/2025 01:39:41–12/16/2025 01:39:43,1765849181,1765849183,40.277953,40.276972,-83.127507,-83.128174,12/16/2025 01:39:41 AM,12/16/2025 01:39:43 AM,Signage,Traffic Light (Red),critical,d55e12770eb744a09b0366fadf185b4e,98cddaec6b94bf23413b172eeb667de7,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/98cddaec6b94bf23413b172eeb667de7
Pedestrian Safety Audit,b4dafb7358b947e99fce375f519adab6,pending,0:00–0:02,12/16/2025 01:40:41–12/16/2025 01:40:43,1765849241,1765849243,39.645361,39.645013,-83.020775,-83.021326,12/16/2025 01:40:41 AM,12/16/2025 01:40:43 AM,Vulnerable Users,Jaywalker,medium,b4dafb7358b947e99fce375f519adab6,415c14353a7c679bf91452a03de75bea,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/415c14353a7c679bf91452a03de75bea
Pavement Defect Scan,803d60b96d19460eb35fa8fef6de8510,pending,1:19–1:21,12/16/2025 01:41:41–12/16/2025 01:41:43,1765849301,1765849303,39.885451,39.885722,-82.996863,-82.996554,12/16/2025 01:41:41 AM,12/16/2025 01:41:43 AM,Road Surface,Buckled Asphalt,low,803d60b96d19460eb35fa8fef6de8510,0efd43f0d3db52896ebe5c7cb9892014,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/0efd43f0d3db52896ebe5c7cb9892014
Asset Inventory Scan,3f8ff83f66b24b298fa5455023b0d9b1,pending,1:11–1:13,12/16/2025 01:42:41–12/16/2025 01:42:43,1765849361,1765849363,39.612347,39.612651,-83.381870,-83.382372,12/16/2025 01:42:41 AM,12/16/2025 01:42:43 AM,Signage,Stop Sign,critical,3f8ff83f66b24b298fa5455023b0d9b1,28f3ae783b9509f5ae0676955fc9b058,https://app.nomadicml.com/events/3f8ff83f66b24b298fa5455023b0d9b1/28f3ae783b9509f5ae0676955fc9b058
Pavement Defect Scan,803d60b96d19460eb35fa8fef6de8510,pending,1:35–1:42,12/16/2025 01:43:41–12/16/2025 01:43:48,1765849421,1765849428,34.627869,34.628405,-86.580676,-86.580246,12/16/2025 01:43:41 AM,12/16/2025 01:43:48 AM,Road Surface,Uneven Pavement,medium,803d60b96d19460eb35fa8fef6de8510,a7e499fbbe8ad178962f85392b6f8a7d,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/a7e499fbbe8ad178962f85392b6f8a7d
Hazard Detection Scan,b4dafb7358b947e99fce375f519adab6,pending,1:46–1:56,12/16/2025 01:44:41–12/16/2025 01:44:51,1765849481,1765849491,39.684531,39.685198,-83.152904,-83.153747,12/16/2025 01:44:41 AM,12/16/2025 01:44:51 AM,Obstacles,Ladder,medium,b4dafb7358b947e99fce375f519adab6,85f1f5a8f2f59412eb9b36ba3961877d,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/85f1f5a8f2f59412eb9b36ba3961877d
Weather Impact Analysis,b4dafb7358b947e99fce375f519adab6,pending,0:09–0:16,12/16/2025 01:45:41–12/16/2025 01:45:48,1765849541,1765849548,34.677397,34.678194,-86.707143,-86.707739,12/16/2025 01:45:41 AM,12/16/2025 01:45:48 AM,Environment,Ice Patch,medium,b4dafb7358b947e99fce375f519adab6,52c3c421680692060f75aba00d24e54c,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/52c3c421680692060f75aba00d24e54c
Hazard Detection Scan,803d60b96d19460eb35fa8fef6de8510,pending,1:03–1:05,12/16/2025 01:46:41–12/16/2025 01:46:43,1765849601,1765849603,39.776749,39.776342,-82.649389,-82.649869,12/16/2025 01:46:41 AM,12/16/2025 01:46:43 AM,Obstacles,Trash Bag,medium,803d60b96d19460eb35fa8fef6de8510,150478bec69d227014d432fc373fe6d7,https://app.nomadicml.com/events/803d60b96d19460eb35fa8fef6de8510/150478bec69d227014d432fc373fe6d7
Asset Inventory Scan,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,0:48–0:58,12/16/2025 01:47:41–12/16/2025 01:47:51,1765849661,1765849671,39.832771,39.833353,-83.291783,-83.292449,12/16/2025 01:47:41 AM,12/16/2025 01:47:51 AM,Signage,Stop Sign,medium,9f8b89ccedbd4399b50b59e9cc16a5eb,4b6a73a3b00e05af71da008e5202505d,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/4b6a73a3b00e05af71da008e5202505d
Weather Impact Analysis,b4dafb7358b947e99fce375f519adab6,pending,1:30–1:39,12/16/2025 01:48:41–12/16/2025 01:48:50,1765849721,1765849730,40.028279,40.027727,-82.980592,-82.979859,12/16/2025 01:48:41 AM,12/16/2025 01:48:50 AM,Environment,Snow Pile,high,b4dafb7358b947e99fce375f519adab6,1a0a1c777949145a03f54f9c5d8abd79,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/1a0a1c777949145a03f54f9c5d8abd79
Asset Inventory Scan,b4dafb7358b947e99fce375f519adab6,pending,1:34–1:42,12/16/2025 01:49:41–12/16/2025 01:49:49,1765849781,1765849789,34.579932,34.580572,-86.747639,-86.747168,12/16/2025 01:49:41 AM,12/16/2025 01:49:49 AM,Signage,Speed Limit (35),medium,b4dafb7358b947e99fce375f519adab6,29390e62d4ce02ecc3015935765b18f6,https://app.nomadicml.com/events/b4dafb7358b947e99fce375f519adab6/29390e62d4ce02ecc3015935765b18f6
Pavement Defect Scan,748155c2e9774486a6e31f51b00b9301,pending,0:39–0:45,12/16/2025 01:50:41–12/16/2025 01:50:47,1765849841,1765849847,39.985581,39.985625,-82.837264,-82.836298,12/16/2025 01:50:41 AM,12/16/2025 01:50:47 AM,Road Surface,Gravel,critical,748155c2e9774486a6e31f51b00b9301,1c99db6e121e34c773380bb8831d792e,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/1c99db6e121e34c773380bb8831d792e
Pavement Defect Scan,3f8ff83f66b24b298fa5455023b0d9b1,pending,1:46–1:56,12/16/2025 01:51:41–12/16/2025 01:51:51,1765849901,1765849911,34.554152,34.553822,-86.889989,-86.890685,12/16/2025 01:51:41 AM,12/16/2025 01:51:51 AM,Road Surface,Sinkhole,low,3f8ff83f66b24b298fa5455023b0d9b1,ea2689fb9a520acf84c2d26b6ca415ca,https://app.nomadicml.com/events/3f8ff83f66b24b298fa5455023b0d9b1/ea2689fb9a520acf84c2d26b6ca415ca
Pavement Defect Scan,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,0:50–0:55,12/16/2025 01:52:41–12/16/2025 01:52:46,1765849961,1765849966,34.395784,34.395568,-86.861839,-86.861394,12/16/2025 01:52:41 AM,12/16/2025 01:52:46 AM,Road Surface,Uneven Pavement,medium,9f8b89ccedbd4399b50b59e9cc16a5eb,36630778fdb5ed7762900d4a7f0a3ca4,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/36630778fdb5ed7762900d4a7f0a3ca4
Weather Impact Analysis,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,0:09–0:18,12/16/2025 01:53:41–12/16/2025 01:53:50,1765850021,1765850030,34.994622,34.995304,-86.447475,-86.446839,12/16/2025 01:53:41 AM,12/16/2025 01:53:50 AM,Environment,Standing Water,low,9f8b89ccedbd4399b50b59e9cc16a5eb,39572b227e9372d0467e9f96d97e553f,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/39572b227e9372d0467e9f96d97e553f
Pavement Defect Scan,3f8ff83f66b24b298fa5455023b0d9b1,pending,0:34–0:43,12/16/2025 01:54:41–12/16/2025 01:54:50,1765850081,1765850090,39.981173,39.980727,-82.613958,-82.614187,12/16/2025 01:54:41 AM,12/16/2025 01:54:50 AM,Road Surface,Gravel,high,3f8ff83f66b24b298fa5455023b0d9b1,d7a299babce46f58623f272a17ce84e7,https://app.nomadicml.com/events/3f8ff83f66b24b298fa5455023b0d9b1/d7a299babce46f58623f272a17ce84e7
Asset Inventory Scan,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,1:16–1:24,12/16/2025 01:55:41–12/16/2025 01:55:49,1765850141,1765850149,34.713573,34.712735,-86.945939,-86.946607,12/16/2025 01:55:41 AM,12/16/2025 01:55:49 AM,Signage,Street Name Sign,high,9f8b89ccedbd4399b50b59e9cc16a5eb,170fec30fd55624461ea128d81afea12,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/170fec30fd55624461ea128d81afea12
Asset Inventory Scan,748155c2e9774486a6e31f51b00b9301,pending,1:43–1:53,12/16/2025 01:56:41–12/16/2025 01:56:51,1765850201,1765850211,34.549805,34.550156,-86.425278,-86.425143,12/16/2025 01:56:41 AM,12/16/2025 01:56:51 AM,Signage,Traffic Light (Green),low,748155c2e9774486a6e31f51b00b9301,d28f511ad10ce935a1fb27545b50ec1c,https://app.nomadicml.com/events/748155c2e9774486a6e31f51b00b9301/d28f511ad10ce935a1fb27545b50ec1c
Weather Impact Analysis,d55e12770eb744a09b0366fadf185b4e,pending,0:57–0:59,12/16/2025 01:57:41–12/16/2025 01:57:43,1765850261,1765850263,34.897840,34.897164,-86.476426,-86.477022,12/16/2025 01:57:41 AM,12/16/2025 01:57:43 AM,Environment,Ice Patch,high,d55e12770eb744a09b0366fadf185b4e,a76a6bc93b82acf9a7e33fa91c50a375,https://app.nomadicml.com/events/d55e12770eb744a09b0366fadf185b4e/a76a6bc93b82acf9a7e33fa91c50a375
Asset Inventory Scan,9f8b89ccedbd4399b50b59e9cc16a5eb,pending,1:29–1:31,12/16/2025 01:58:41–12/16/2025 01:58:43,1765850321,1765850323,40.016413,40.015984,-83.242166,-83.241957,12/16/2025 01:58:41 AM,12/16/2025 01:58:43 AM,Signage,Street Name Sign,medium,9f8b89ccedbd4399b50b59e9cc16a5eb,9830c72d5c292cc9bc9aaf4d6a230c07,https://app.nomadicml.com/events/9f8b89ccedbd4399b50b59e9cc16a5eb/9830c72d5c292cc9bc9aaf4d6a230c07
